매장명,작성일,방문시간,동반자,고객반응_포인트,리뷰내용,감정분석,매장_TOP인기반응
달빛에구운고등어 모현점,2026-03-23,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요",리뷰 34 27 저녁에 방문 데이트연인・배우자 맛있어요 또갈거에요 3.23.월,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-21,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요, 매장이 청결해요",리뷰 5 3 점심에 방문 데이트연인・배우자 너무 맛있어요 생선냄새도 하나도 안나고 고기도 너무 맛있었습니다 감사합니다~~ 3.21.토,부정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-15,,,"음식이 맛있어요, 매장이 넓어요, 화장실이 깨끗해요","리뷰 29 29 점심에 방문 가족모임, 나들이아이 친절하고 깨끗하고 맛있어서 자주와요. 펑소에는 생선을 가운데에 잘 놓아주시거나 적어도 물어보시고 배치하고 가셨는데 오늘은 툭 올려놓고 가네요.. 많이 바쁘실수 있죠 그래도 그전처럼 해주시면 좋겠습니다. 가게 방침이 바뀌신건 아니리라 믿습니다. 접기 3.15.일",긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-15,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 친절해요, 매장이 청결해요","리뷰 122 479 점심에 방문 여행지인・동료, 아이 군산여행중 들려서 점심 먹엇어요 ^^ 가족 식사하기 너무좋고 생선구이 먹고싶을때마다 올수 있는곳이라서 좋네요^^ 음식도 너무 맛있어서 밥몇공기 먹던 아들과 신랑 ㅋㅋ딸래미도 생선살 발라서 너무 잘먹엇어요♡ 같이 간 지인들도 굿초이스였다네요 ~ 접기 3.15.일",긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-26,,,양이 많아요,리뷰 93 1 3.26.목,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-01-30,,,음식이 맛있어요,리뷰 2 1 1.30.금,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-12-31,,,음식이 맛있어요,"리뷰 1,542 227",중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-12-08,,,음식이 맛있어요,리뷰 17 7,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-12-01,,,음식이 맛있어요,"리뷰 2,283 10",중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-11-25,,,음식이 맛있어요,,분석불가(텍스트없음),"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-11-10,,,음식이 맛있어요,리뷰 6 2,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-10-28,,,음식이 맛있어요,리뷰 3 1,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2025-10-28,,,음식이 맛있어요,리뷰 12 8,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-13,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 친절해요",리뷰 106 952팔로워 3 저녁에 방문 일상연인・배우자 오랫만에 방문한 달구고~♡ 언제나 너~~무너무 맛나요~♡ 3.13.금,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-12,,점심에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 매장이 청결해요, 화장실이 깨끗해요",리뷰 36 68 항상 맛있습니다! 매장도 늘 청결하고 직원분들도 친절하셔서 편하게 식사하고 왔습니다~~ 3.12.목,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-09,,,"음식이 맛있어요, 매장이 넓어요, 친절해요","리뷰 23 18 저녁에 방문 일상연인・배우자, 아이 맛있는 저녁 잘먹었어요. 올때마다 맛있게 먹고갑니다. 3.9.월",긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요",리뷰 314 9 저녁에 방문 나들이연인・배우자 호 3.8.일,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-05,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 반찬이 잘 나와요","리뷰 173 1,975팔로워 4 저녁에 방문 일상혼자, 친구 [네이버 블로그] 블로그를 소개합니다. 우리 BLOG | ULEE https://m.blog.naver.com/luj9880 3.5.목 결제내역",중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-02-27,,,"양이 많아요, 음식이 맛있어요, 매장이 넓어요, 친절해요",리뷰 3 3 저녁에 방문 데이트연인・배우자 양도 많고 맛있어요 인테리어도 깔끔해요 번창하세요 2.27.금,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-02-27,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 건강한 맛이에요",리뷰 87 83팔로워 3 저녁에 방문 데이트연인・배우자 먹다찍어서 은 생선 반씩만 나왓네요 갈치는 처음 시켰는데 크기가 와우 어마어마해요... 깜짝 놀랐어요ㅋㅋㅋ 고등어도 항상 맛있구요!! 번창하세요🫶 접기 2.27.금,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-02-26,,,"음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요, 친절해요, 매장이 청결해요",리뷰 22 17 저녁에 방문 일상연인・배우자 아이랑 같이 오면 항상 잘 먹어서 좋아요!! 생선구이를 냄새없이 맛있게 먹을 수 있어서 너무 좋아요~ 2.26.목,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-02-26,,저녁에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 매장이 청결해요",리뷰 36 68 맛없는 메뉴가 없어요! 갈치랑 고등어도 맛있고 꼬막무침도 맛있게 잘 먹었습니다. 음식 있는 곳들을 주기적으로 계속 닦아주셔서 엄청 깨끗해요!! 2.26.목,부정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-02-13,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 메뉴 구성이 알차요, 매장이 넓어요",리뷰 5 3 저녁에 방문 후 이용 가족모임부모님 생선구이 맛집 배트지게 먹고 갑니다 ^^ 2.13.금,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 첨단점,2026-04-07,저녁,저녁에 방문  일상친구,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 재료가 신선해요, 뷰가 좋아요",리뷰 44 1 집에서는 쉽게 생선을 먹지못하는데 달빛에구운고등어 이곳에서 정말 맛있게 여유롭게 먹었습니다 반찬종류도많고 맛있고 직원분들 친절하고 강추합니다~^^ 접기 4.7.화,긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-04-06,,,"음식이 맛있어요, 인테리어가 멋져요, 매장이 넓어요, 혼밥하기 좋아요, 친절해요",리뷰 8 1 저녁에 방문 10분 이내 일상친구 지인 추천으로. 왔는데. 넘. 맛있고. 직원들도. 친절하네요~~ 생선구이랑 반찬 (특히. 셀프바) 맛집밉니다~~ 4.6.월,긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-03-09,,,매장이 넓어요,리뷰 130 54 저녁에 방문 일상지인・동료 아쉽 생선보다 다른게더 괜춘 3.9.월,중립,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-03-07,,,"음식이 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 매장이 넓어요, 친절해요","리뷰 1,713 3,763팔로워 84 점심에 방문 후 이용 친목지인・동료 갈때마다 거의 만석~ 셀프바가있는데 잡채부터 두부조림등등 다양하게 준비되있어요 생선중 고등어구이 강력추천! 접기 3.7.토",긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-28,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요","리뷰 1,103 저녁에 방문 10분 이내 친목친구 연근 , 고사리, 묵, 누룽지 다 맛있어요 2.28.토",긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-28,,,음식이 맛있어요,"리뷰 605 644 점심에 방문 일상혼자, 지인・동료 고등어구이 먹으러갈 때 가용🫡😊 잡채랑 해가지고 먹으면 을매나 맛있게요 ㅎㅎ 2.28.토",긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-14,,,"음식이 맛있어요, 반찬이 잘 나와요, 매장이 청결해요","리뷰 44 56 점심에 방문 30분 이내 자주가는 생선구이 맛집!! 매번 두분이서 먹는거 맞냐물어보시는,,ㅎㅎㅎ 너무 맛있어서 밥두공기는 기본으로 먹고와요:) 2.14.토",긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-12,,,"음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요, 단체모임 하기 좋아요, 매장이 청결해요","리뷰 37 45 점심에 방문 여행, 일상, 친목친척・형제자매, 부모님, 지인・동료 점심세트 메뉴가 있어서 특별한 반찬도 있고 2인, 4인 세트도 있으니 꼭 오셔서 가족과 함께 즐거운 식사하시면 좋겠어요! 주차장도 있답니다! 2.12.목",긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-06,,저녁에 방문  친목친구,"음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요","리뷰 1,103 고등어구이 맛있어요 반찬도 정갈하고 너무 맛있어요 2.6.금",긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-02,,저녁에 방문  친목친구,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 재료가 신선해요, 매장이 넓어요",리뷰 118 12 들어오자마자 직원분들이 인사를해주셔셔 기분이좋았어요 가격에비해 양도많고 너무맛있아요 다른지점보다 더 맛있는것같고 셀프바반찬들도 너무맛있어요 2.2.월,긍정,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-04-07,,,음식이 맛있어요,리뷰 83 11 4.7.화,중립,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-03-18,,,음식이 맛있어요,리뷰 730 68 3.18.수,중립,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-02-22,,,음식이 맛있어요,리뷰 847 33 2.22.일,중립,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-01-08,,,음식이 맛있어요,"리뷰 1,153 227 1.8.목",중립,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
달빛에구운고등어 첨단점,2026-01-03,,,음식이 맛있어요,리뷰 439 5 1.3.토,중립,"생선(125), 고등어(94), 생선구이(68), 계란말이(41), 고등어구이(31), 잡채(26), 누룽지(18), 고등어조림(13), 두부(13), 두부조림(13)"
